claim,gold_explanation,generated_explanation,pred_label_used,pred_conf_used
"""Donald Trump Jr. tweeted, """"Do you know what's deplorable? Being impeached!"""" to the Clintons in September 2016.""",‘Do You Know What’s Deplorable? Being Impeached’ Tweet,"Donald Trump Jr. tweeted, ""Do you know what's deplorable?",false,0.8615851998329163
Therapy animals are everywhere. Proof that they help is not.,"The story focuses on the lack of evidence supporting the fundamental concept of “therapy animals” — that interacting with animals can reduce stress or distress in humans. The story includes input from an array of expert sources and offers a broad (if vague) overview of the research literature regarding therapy animals. There are some shortcomings here — for example, not much was said about the costs of pet therapy. However, in sum, the story effectively conveys the lack of scientific consensus regarding how effective therapy animals are at reducing stress. Tackling the efficacy of therapy animals is a challenging subject, given that the story evaluates an absence of conclusive evidence. However, it’s an important subject. For example, therapy dogs can be expensive, which means a family may spend a great deal of money on a therapy animal — with little idea of whether the animal will provide meaningful benefits for a patient. Limited resources are available to help patients dealing with mental health issues, and it is important to ensure that those resources are used to achieve the maximum possible benefit. Resources that are being spent on unproven interventions are, obviously, not being used on interventions that have proven clinical benefits. This is the sort of thoughtful reporting we are always happy to see.","Therapy animals are widely used in various settings, including hospitals, schools, and community centers, to provide emotional support and comfort to individuals with mental health conditions. While some studies suggest that therapy animals can have positive effects, the overall body of evidence is limited and inconclusive, with mixed results.",false,0.8599761128425598
Some grocery store receipts contain chemicals linked to infertility and hormone-related cancers.,"To determine the extent of BPA and its chemical cousin, bisphenol S (BPS), in thermal paper, a team of researchers from the University of Granada (UGR) analyzed more than 100 receipts and tickets collected from Brazil, Spain, and France — an admittedly small sample size. More than 90% of the receipts collected in the former two countries were shown to contain BPA, compared with about half of those obtained in France. However, many receipts in France contained higher concentrations of BPS, which may also impact the endocrine system.","Some grocery store receipts contain chemicals linked to infertility and hormone-related cancers due to their use of thermal paper, which contains Bisphenol A (BPA), a known endocrine disruptor. This claim is true, as a 2019 study found that three-quarters of receipts made from thermal paper contained BPA, which has been linked to hormone-related cancers and infertility.",mixture,0.8599197268486023
Hollywood is #1 in Broward homicides in 2013. Thanks Chief Fernandez!,"""The police union’s billboard states, """"Hollywood is #1 in Broward homicides in 2013. Thanks Chief Fernandez!"""" Hollywood had 16 homicides in 2013, and we could not find any city that had any more homicides than Hollywood. While the number is correct, the union cherry-picked crime statistics to find one that puts the city in the worst light. At this point, we have no idea if the number is part of a trend or an aberration. We also know that overall, crime decreased. The billboard places the blame on Chief Fernandez, but criminologists say the chief can’t be blamed for the number of murders, especially when it is such a small number.""","Hollywood is #1 in Broward homicides in 2013, according to the police union's claim. However, the evidence suggests that this claim is based on cherry-picked statistics and lacks sufficient context.",true,0.8598921298980713
New Portable Scanner for Breast Cancer,"Nowhere do we hear how far along the research is. The main section doesn’t even allude to evidence, other than to state that more research is to be done, which is true about most everything in medicine except limes for scurvy. As far as a reader can tell, the “new portable scanner” may have yet to leave a laboratory setting. All we know is that it’s been submitted to, and is a finalist for, an engineering & technology award. It’s not the same as clinical research. The article is quick to point out mammography’s low detection rates (sensitivity, perhaps?) in younger women, identifying the problem to be solved, but it never tells us the detection rates for the new tool. The data very well may be unknown. Which means detection rates could be worse! But from the structure of this article, focusing on technology but not evidence, a reader could only conclude the new kid on the block is superior. If we’re lucky, the new kid will make the world a better place. But filing a patent for a device is not the same level of proof as clinical research. People would be shocked to learn how many promising ideas from labs and napkins never survive clinical trials, how many prove to be worse for mankind than what we already do. Science is hard and complex. Last year’s uproar over the new mammography guidelines highlighted that there are important subtleties about screening for cancer, and that clear, balanced communication is crucial. It may sound like we ask a lot of journalists. But really, asking one more question would’ve turned this story around: How far along is this idea? The answer leads us to look beyond the novelty, beyond the theoretical benefits, beyond the entangled claims of the institution and inventor who stand to benefit, and see, simply, whether this idea is better or worse or needs 4 more years in the oven before we can even ask. Mammography isn’t perfect, and an improved screening technique for breast cancer could reduce pain, suffering, and death for many women. But that need doesn’t give journalists a license to hype.","The proposed portable scanner for breast cancer is expected to reduce costs, but its effectiveness in detecting breast cancer is uncertain due to a lack of evidence on its ability to distinguish between cancer and pre-cancerous abnormalities.",mixture,0.8580564856529236
U.S. Rep. Nancy Pelosi's Twitter account deleted a tweet showing her encouraging tourism to Chinatown weeks after President Donald Trump closed the U.S. border to China.,Merck & Co (MRK.N) said on Friday it expects to make licensed doses of its recently approved Ebola vaccine available in the third quarter of 2020 and price the single-dose injection at the lowest possible access price for poor and middle-income countries.,U.S. Rep.,false,0.8575529456138611
FDA approves new psoriasis drug,"The US Food and Drug Administration just approved a new drug to treat psoriasis, a common skin condition that can form thick, silvery scales and itchy, dry, red patches. Siliq (brodalumab) is mainly intended for patients who don’t respond to other forms of treatment, like anti-inflammatory topical medications and light therapies. The “last resort” recommendation may be due to the four completed suicides that took place during the clinical trial, leading the FDA to believe that Siliq may be correlated to an increased risk of suicidal ideation and behavior — especially in patients with a history of depression. As a result, the FDA is requiring Siliq to be sold with a “boxed warning” (the strictest warning put in the labeling of prescription drugs) and only through a restricted program. The FDA news release devotes a significant chunk to the drug’s potential harms and makes clear who should or shouldn’t be taking Siliq. What’s mainly missing from the release are any numbers to give a sense of the scope of potential benefits and harms. Regarding the drug’s potential benefits, the release uses only vague, comparative wording (“more patients… had skin that was clear or almost clear.”). We don’t know how the participants were selected, how long they were followed up and how their improvement was assessed. Furthermore, a clinical trial was stopped for a period of time due to safety concerns, which was then continued by another drug manufacturer. Although not explicitly stated, it is fair to assume that drug manufacturers also funded these clinical trials. These are study limitations that were never disclosed by the news release. We did find a 90-page FDA briefing document online from 2016, which includes some efficacy data. Curiously, this document mentions five clinical trials instead of three. We’re not sure why the FDA release didn’t include the two other clinical trials that compared Siliq (brodalumab) to ustekinumab. We also reviewed TIME.com’s coverage of this new drug. Specialty drugs treating skin conditions like psoriasis can be expensive. The main competitors to Valeant’s Siliq may be Novartis’ Cosentyx and Eli Lilly’s Taltz — both of which cost at least $16,600 for one dose. Although some of this could be covered by insurance, patients could still be responsible for co-pays, which could amount to thousands of dollars. In addition, if patients have exhausted all existing treatment options and are desperate to clear up their psoriasis, they may be willing to try riskier therapies. If there is a new alternative that is FDA-approved and cost-effective, then it certainly deserves to be reported — as in this case, with strong caveats.","The FDA approves new psoriasis drug Siliq, but the evidence supporting its safety and efficacy is limited, with insufficient information on its cost and long-term effects.",false,0.8572198152542114
Provenge vaccine prolongs life in prostate cancer patients,"""This story provides many of the key details readers need to understand the results of the trial of Provenge – being evaluated as a treatment for advanced prostate cancer – but the overall tone of the story emphasizes the good news while soft-peddling the caveats. Even though the story points out that only a third of men receiving the experimental approach were alive three years after they entered the trial, it would be understandable if readers concluded that Provenge is a dramatic advance in prostate cancer treatment and offers substantial advantages, with no disadavantages, compared to the chemotherapy typically offered similar patients. This USA Today story was about half the length of the AP report we also reviewed. Important facts were omitted that undercut the usefulness of the story; for example, the failure to note that the lead researcher owns stock in the company developing the drug or that the FDA declined to approve this drug two years ago because of concerns about potential side effects and questions about its actual effectiveness. While some cancer experts quoted elsewhere termed the trial findings an """"incremental"""" advance, all of the comments included in this story portrayed the results as a dramatic advance. The story did not explain that the results have not been peer-reviewed and that independent experts have yet to see the raw data.""",This claim is false.,false,0.8553560972213745
"Pfizer: New cancer pill gives hope, new strategy","The story paraphrases sources saying the approval of Xalkori (Pfizer’s brand name for a pill containing crizotinib) “proves the value of precisely targeting rare diseases linked to gene variants.” It is not clear if that phrase refers to the value for patients or company shareholders, because the next paragraph says this drug “epitomizes drugmakers’ new strategy of developing very expensive but effective medicines for relatively few patients to replace the blockbusters for the masses now getting competition from generic drugs.” This story would have been better if it had focused on how the FDA has decided to offer some novel combinations of tumor gene tests and therapies to selected patients based on suggestive results from small, preliminary trials, and then requiring applicants to complete conventional randomized controlled trials in order to keep the drug on the    market. It should also have given readers some of the context available in documents posted online by the FDA, Pfizer and other sources about the state of the science regarding this drug. On the plus side, the story makes clear that this drug is meant for a small and very specific group of patients. It also is clear about the high cost of the therapy. People with often-deadly diseases such as advanced lung cancer are hungry for new treatments. Journalists have a responsibility to put preliminary suggestions of progress toward new treatments in the proper context. In this case, the story should have been more clear about tentative nature of the evidence supporting use of a new drug in certain patients and that continued use all depends on the results of trials that are still underway.","This new cancer pill, Xalkori, is a promising treatment option for patients with a specific genetic mutation in their lung cancer. The evidence suggests that it may help shrink tumors in nearly half of patients, but preliminary trials have not produced conclusive results.",true,0.8528199195861816
"Weight Loss Really Can Reverse Diabetes, New Study Finds","This Time story reports a study about reversing recently diagnosed diabetes via substantial weight loss. One strength of the story is its description of what happens in the body with diabetes and how medications deal with blood sugar, but not the underlying problem. The story competently describes the study methods and findings, but does not address any downsides, namely potential harms or costs, of the strict diet that was used to achieve the weight loss. New ways to treat type 2 diabetes are always newsworthy because the numbers of people with the condition are so large — about 30 million Americans, or nearly 10% of the population, have the disease. What’s newsworthy here is that a short extreme dietary intervention, followed by a less extreme intervention, was adhered to by nearly 80% of people and led to remission of diabetes in a large percentage of them. It will be important to see how these people do in the long-run–if the remission stands the test of time.","Weight loss really can reverse diabetes, according to a new study that found that nearly a quarter of participants in a liquid diet lost 33 pounds or more.",true,0.8525097966194153
"""During a lunar eclipse on June 4 2020, lightning struck the Washington Monument in a fashion visually similar to the ominous """"Tower"""" tarot card.""",The Washington Monument Struck by Lightning and the Tower Card,"The Washington Monument was struck by lightning on June 4, 2020, during an electrical storm.",false,0.851667046546936
Chinese herb may yield drug for AIDS,"This story is about bevirimat, a new drug for late stage HIV. While there is interesting background on the current stage of HIV/AIDS drug development in the story, it has several important flaws. The story provides no evidence on the safety or efficacy of this drug, despite the drug company president’s comments that bevirimat “. . .looks potent and has a great safety profile”. What is the evidence? The story does not discuss the potential side effects of this new drug, and it does not provide a caveat that the drug may not live up to its predicted effect in humans. The story mentions that this new drug would be taken in combination with current antiretroviral therapies. But there is no discussion of any possible negative interaction(s) with other HIV drugs, or with drugs for co-existing medical conditions. Researchers and physicians who work with HIV/AIDS therapies are cited to provide perspective on this potential new treatment in the context of current therapies. Sources who are also paid consultants for Panacos Pharmaceuticals are appropriately noted. Some appropriate attempt at balance is provided by the concluding quote from Dr. Anthony Fauci of the National Institutes of Health. There is one error in the article: “People who started AIDS therapy in 2003 lived an estimated 13 years longer than people diagnosed with AIDS in 1988.” Presumably they meant that people starting treatment in 2003 are EXPECTED to live 13 yrs longer. The story provides appropriate prevalence and incidence data on Americans living with HIV. If anything, the story under-reports HIV prevalence worldwide. The story might have aked the question: If this therapy is approved, would it be made available to the millions infected with HIV in developing countries? Finally, the story does not provide any projections of what the drug might cost. But the story was able to estimate annual sales of the drug for Panacos Pharmaceuticals. If you can give the latter, you should be able to provide the former.","The claim is: ""Chinese herb may yield drug for AIDS"" 
Predicted label: true
Model confidence: 0.85
Evidence (provided): The story does not provide any projections of what the drug might cost.",true,0.8510782122612
First-ever nivolumab study to treat aggressive anal cancer appears promising,"As the nation’s largest cancer center, MD Anderson made a splash in 2012 with its ambitious announcement of a multi-billion dollar Moon Shots Program, which it called an unprecedented effort to rapidly convert scientific discoveries into life-saving advances. This news release, about a phase II clinical trial of the immunotherapy drug nivolumab (marketed as Opdivo) for one type of anal cancer, is decidedly more down to earth. The news release refrains from hype but still falls short of the mark when it comes to describing costs, potential harms, and comparisons with existing treatments. While calling results “encouraging,” the news release would be more helpful if it provided a meaningful assessment of whether this therapy might advance the Moon Shot’s directive of saving lives. Anal cancer is relatively rare. The American Cancer Society projects 8,080 new cases and 1,080 deaths in 2016. The number of new anal cancer cases has been rising. It is found mainly in older adults, with an average age in the early 60s. The risk of being diagnosed with anal cancer during one’s lifetime is about 1 in 500, with women at slightly higher risk. Squamous cell carcinoma of the anal canal (SCCA) is the most common form of anal cancer and is linked to infection by the human papilloma virus (HPV), the same virus that causes cervical cancer. The chemotherapy and radiation protocols that have been used to treat anal cancer have remained little changed since the 1970s, and there is no FDA-approved chemotherapy drug specific to anal cancer, according to the HPV and Anal Cancer Foundation. In recent years, a new class of drugs called immunotherapy drugs that unleash the body’s own immune system to attack cancer have offered a potential alternative to traditional treatments for several types of cancer.","The claim ""First-ever nivolumab study to treat aggressive anal cancer appears promising"" is false.",false,0.8503623604774475
Suzanne Somers advocates ‘natural’ approach when treating menopause,"This story highlighted a book written by the actress Suzanne Somers which appears to make claims about products derived from yams and soy for use in helping manage the symptoms of menopause. There was no information that a reader could use to evaluate any of the claims made other than the use of celebrity as marketing strategy. The story was devoid of data, evidence, cost information, and in-depth clinical perspectives.","Suzanne Somers' advocacy for natural approaches to menopause is questionable due to the lack of concrete evidence supporting her claims, particularly regarding the effectiveness and safety of bioidentical hormone replacement therapy. The article's reliance on anecdotal testimony and unverified sources raises concerns about the credibility of the information presented.",true,0.840409517288208
The city of Atlanta has $56 million in its reserves.,Numbers show support for Reed's claim about Atlanta finances,"The city of Atlanta has $56 million in its reserves, contrary to the predicted label of false.",false,0.8402668833732605
Weight loss can be boosted fivefold thanks to novel mental imagery technique,"The news release focuses on a study reporting that overweight individuals who engaged in functional imagery training (FIT) were more successful at losing weight than individuals who engaged in a type of talk therapy called motivational interviewing (MI). However, the release does not answer many questions that are relevant to determining how useful FIT is for weight loss. For example, because the study does not appear to have collected information on diet or exercise, it’s not clear whether the difference in outcomes stems from differences in lifestyle choices made by study participants. It would have been helpful if the release (and study) had analyzed specifically how increased motivation and lifestyle choices can result in weight loss. The published study notes that data relating to “participants’ experiences and process variables, including frequency of motivational cognitions, self-efficacy for diet and physical activity, self-reported diet and physical activity” were collected but that the results would be reported separately. When comparing the efficacy of MI and FIT, it’s important to know what sort of lifestyle changes study participants made. If a significant percentage of participants who engaged in FIT also joined a for-profit diet program, that support system might explain the differing results. By the same token, it’s not clear if the MI group and the FIT group were matched for initial weight, sex or age — any of which could influence how much weight was lost. Without knowledge of those details, it is difficult or impossible to say how much more effective FIT was than MI (if at all). According to the published research, there were some differences in full-time employment and the range in baseline weight that weren’t addressed in the limitations section of the study and which could affect the reliability of the data.","Weight loss can be boosted by novel mental imagery technique, but the evidence provided is limited and inconclusive. The study's focus on the effectiveness of FIT/MI intervention in promoting weight loss is unclear, as it does not specify how participants engaged in the intervention or what steps they took to lose weight.",false,0.8400993347167969
How barbershops could help lower blood pressure,"This well-written CNN story describes a multi-year study that looked at whether providing blood pressure screening and access to pharmacists in black-owned barber shops might be effective in reducing high blood pressure among the African-American men who patronize these establishments. The study was presented as part of the 67th annual scientific session of the American Association of Cardiologists. The story is strong and scores well because it discusses critical data from the study, offers comments from independent sources and provides information on limitations. It didn’t delve into either costs or harms, but in this case, there seems to be minimal need for either, due to the nature of the research. One minor point we think the story could have made: It remains to be seen if this style of intervention ultimately leads to a reduced risk of stroke, serious heart disease, and/or heart attacks, especially if there is not a long-term barbershop program in place. This was a unique choice for a study presented at the ACC conference. Often, the studies presented at the conference are industry-funded and focus on specific (and often very expensive) drugs or devices. We were heartened to see the news media give this study broad coverage, and found this story especially refreshing to read.","Barber shops may help lower blood pressure by providing a safe and accessible place for men to receive medical attention and treatment, which can lead to a significant reduction in blood pressure readings.",false,0.8383655548095703
"""Rick Baker Says he """"made St. Petersburg the state's best maintained large sewer system in 2007.""","Baker said he made St. Petersburg the state's best-maintained large sewer system in 2007. Baker’s evidence is that the Florida Water Environment Association gave St. Petersburg a Wastewater Collection System Award. But the award was hardly a comprehensive comparison of similarly situated cities in the state. Nor is it the only award that recognizes excellence in sewage management. St. Petersburg was under consent orders for Baker’s tenure that required the city to make improvements to the system. Outside investigators looking into the current sewage crisis have put some blame on Baker’s years for not addressing some problems with the system. This statement is partially accurate, but needs clarification of additional information.","St. Petersburg's sewer system was not actually the state's best maintained large sewer system in 2007, contrary to Rick Baker's claim.",false,0.8360322713851929
"""San Antonio has seen """"67% growth"""" in water customers """"in the last 25 years, 0% more water used.""","""Puente said San Antonio has seen """"67 percent growth in the last 25 years, 0 percent more water used."""" Those are cherry-picked, out-of-date stats, vintage 1984-2009. Up-to-date figures available when Puente spoke, covering 1986-2011, show that as the population served grew 52 percent, water usage increased 21 percent. San Antonio may outpace other cities in water conservation. This claim still washes out as False. FALSE – The statement is not accurate.""","San Antonio's water usage has increased significantly over the last 25 years, with a 52% increase in water usage from 1986-2011, according to the latest data available.",true,0.8357638716697693
Same-day hip replacements get patients back on their feet,"This is a story about “same-day” hip replacement surgery. The story gives readers the impression that a few pioneering institutions are offering patients a superior procedure, when the reality is that hospital stays after hip replacement have been steadily shortening for many years, to the point that it is not unusual for some otherwise healthy patients to go home without spending a night in the hospital. The story includes important cautions from a skeptical surgeon, but the prominence of the surgeon and institution that are actively marketing this procedure results in a story that implies greater benefits and fewer risks than there is evidence to support. The same surgeon and hospital were featured in a Wall Street Journal story that we reviewed in February. There are more than 300,000 hip replacement procedures performed in the United States each year. The many hundreds of thousands of people who have hip pain and are considering hip replacement need news stories that clearly and precisely state the benefits and harms of the various procedures.","The claim ""Same-day hip replacements get patients back on their feet"" is false. The evidence provided suggests that the claim is based on a single study that found no difference in outcomes between same-day and traditional hip replacement procedures, but this finding is not supported by other studies and is not representative of the broader medical community.",true,0.8320736289024353
"""On Syria, """"a lot of the allies signed on. At the last minute, Obama backed off.""","""Cheney said a lot of allies """"got ready to go"""" on Syria and """"signed on,"""" but Obama backed out. Actually, very few American allies were """"ready to go."""" We counted France, Turkey and Saudi Arabia as countries that were supportive. And France’s support seemed to wane as time went on. Among the """"no"""" crowd were key allies like the United Kingdom, Germany and Italy. In fact, the United Kingdom’s parliament offered an embarrassing rebuke to Cameron when it blocked British participation. The Arab League did not endorse the military action, nor did the United Nations. Obama has said he declined to pursue military action because Syria agreed to weapons inspections. There’s no dispute that for whatever reason, military action was not pursued in Syria. But Cheney was re-writing history when he said """"a lot of the allies signed on.""""""","The claim is that ""a lot of allies signed on"" to support military intervention in Syria. Evidence: ""a lot of allies signed on.""",true,0.823194682598114
People who undergo amputations can sign paperwork allowing them to take the removed limbs home after the procedure.,"What's true: Many hospitals have documentation allowing patients to take their limbs home following amputation procedures, barring certain health risks. What's false: If a virus or bacteria-related issue is associated with the affected limb's tissue, a patient may not be allowed to take the limb home. Three states also have laws banning private ownership of human organs.","People who undergo amputations can sign paperwork allowing them to take the removed limb home after the procedure, but this is not a common practice and is subject to certain restrictions and limitations.",true,0.81935715675354
"""In the Illinois Legislature, Barack Obama """"voted 'present,' instead of yes or no"""" on seven votes involving abortion rights.""","""He voted """"present,"""" which is similar to """"no""""""","The claim is that Barack Obama voted ""present"" on seven bills related to abortion rights in the Illinois Senate, but the evidence suggests that this vote was actually a ""tactic"" to avoid taking a clear stance on the issue, rather than a genuine expression of his views.",false,0.8174333572387695
COVID-19 doctors are reporting inexplicable blood-clotting and hematological complications in otherwise young and healthy patients.,Are COVID-19 Doctors Reporting Bizarre Blood Clotting and Strokes in Otherwise Healthy Young Patients?,"COVID-19 doctors are reporting inexplicable blood-clotting and hematological complications in young and healthy patients, which may be attributed to a ""cytokine storm"" caused by the novel coronavirus.",false,0.8158337473869324
Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.,"""Smith said, """"Almost 95 percent of all (Planned Parenthood's) pregnancy services were abortions."""" An anti-abortion group puts the figure at 94 percent using a cherry-picked method that ignores the majority of Planned Parenthood's services, which aim to prevent pregnancies. The group describes """"pregnancy services"""" as counting what Planned Parenthood does for women once they are already pregnant. But Planned Parenthood does not fully track this number, making the claim a leap of logic based on insufficient information. What's most noticeably missing among the number of Planned Parenthood services used by pregnant women are the number of pregnancy referrals. Planned Parenthood says it doesn't keep records of how many pregnant women are referred to outside healthcare providers. Without that information, we don't know an accurate percentage of """"pregnancy services"""" that were abortions. Neither, however, does Smith.""",Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.,true,0.8148611187934875
The World Health Organization has listed being single as a disability under their definition of infertility.,News accounts reported that the World Health Organization had revised their definition of infertility to include single men and women.,"The World Health Organization (WHO) has indeed listed being single as a disability under their definition of infertility, indicating that single individuals may be considered infertile due to their lack of a partner.",true,0.8142329454421997
More support for osteoporosis drugs,"This thorough, well-researched story focuses on the debate over how and whether bisphosphonates should be used to treat osteoporosis, and provides a general overview of the related risks and potential benefits. The story does many things well — and addresses cost, potential conflicts of interest, and disease mongering particularly well. However, the story cites benefit numbers from a recent New England Journal of Medicine paper without giving readers any information about the study or where those numbers came from. Providing more context on those benefit numbers would have made the story stronger. Osteoporosis is not uncommon. Estimates of osteoporosis occurrence (and severity) vary, but a 2014 study estimated that more than 10 million people in the U.S. have osteoporosis. Osteoporosis increases the risk of bone injuries, such as hip fractures, that can have significant impacts on a patient’s health and quality of life. A 2007 study estimated that 65 percent of women who develop osteoporosis, and 42 percent of men who develop osteoporosis, will suffer a bone fracture in their lifetime. In short, many people will have to make decisions about how to prevent or treat osteoporosis. If there are complicated issues surrounding widely-used treatment options — as is the case with bisphosphonates — there is real value in news stories that attempt to untangle those issues for readers. That also makes it particularly important for such stories to clearly address everything from the financial ties of expert sources to the quality of the evidence tied to health risks and benefits.","The claim is ""More support for osteoporosis drugs."" The predicted label is ""mixture"" due to the presence of both positive and negative evidence, including the generic availability of bisphosphonates and the controversy surrounding newer osteoporosis drugs.",mixture,0.8106645941734314
"Too many people missing out on health benefits of golf, says expert panel","This news release touting the health benefits of golf overreaches and employs unjustified language in summarizing the consensus statement of 25 experts who used questionnaires to agree upon “how best to maximize [golf’s] health benefits, promote [its] sustainability, and widen participation.” There is no original research here. The methodology used to reach a subjective consensus is fraught with major limitations which preclude making health recommendations. The news release fails to mention the entire process was funded by the World Golf Foundation, and some of the authors have other notable financial conflicts of interest within the golf industry. If a news release is going to make claims of evidence showing wide-ranging health benefits related to both physical and mental health — as well as longevity — it had best back that up with real evidence. Furthermore, when there is no original research involved, and the conflicts of interest are substantial, use of the term “evidence” is grossly misleading. This is promotional pablum, not science.","Too many people missing out on health benefits of golf, says expert panel.",mixture,0.8083349466323853
"I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke [in March 2007], and told them this is something we have to deal with, and nobody did anything about it.",2007 was too late to head off the crisis,"The claim is TRUE. The evidence suggests that President Obama wrote letters to Federal Reserve Chairman Bernanke in March 2007, expressing concerns about the economic crisis, but that his warnings were largely ignored.",true,0.8070343732833862
"Jack Conway Says Rand Paul thinks drug-dealing, theft, burglary and prostitution should be decriminalized.",Jack Conway campaign ad accuses Rand Paul of being soft on crime,"Jack Conway says that Rand Paul thinks drug-dealing, theft, burglary, and prostitution should be decriminalized.",true,0.8051008582115173
"""Richard Durbin Says President Barack Obama’s nominees met a standard of 60 votes, """"a standard that was met by Elena Kagan as well as Sonia Sotomayor, President Obama's choices.""","""In an interview on MSNBC’s Morning Joe show, Durbin said Obama’s nominees met a standard of 60 votes, """"a standard that was met by Elena Kagan as well as Sonia Sotomayor, President Obama's choices."""" Obama’s nominees cleared the procedural hurdles and won 60 votes and then some. The Senate confirmed Kagan by a roll call vote of 63-37 in 2010, and Sotomayor was confirmed in 2009 by a vote of 68-31. Kagan and Sotomayor ultimately would have had enough votes to be able to break a filibuster, but they never had to -- and the margins they got on the final, simple-majority vote can’t be used to retroactively define what the """"standard"""" was.""","President Barack Obama's nominees met a standard of 60 votes, not 100% of the time.",false,0.8017652034759521
"Aspirin Helps in Reducing Cancer Deaths, a Study Finds","Compared to other stories we reviewed on a study ofthe potential benefits of aspirin for reducing cancer, this one presented an optimistic take on the potential benefits of daily aspirin and provided few caveats. Unlike the NPR Shots story, it failed to quantify the harms, and unlike the WebMD story, it failed to define the scope of cancer deaths. The study itself nicely states the reason cautious reporting on new cancer treatments matters. “In the developed world, the lifetime risk of cancer is about 40%, and rates are increasing in the developing world. In Europe, about 3.2 million new cancers present each year, with about 1·7 million deaths, and there are more than 1.5 million new cases each year in the USA. By contrast with treatment of cancer, there has been little progress in use of drugs in prevention of the disease.” Whether aspirin proves to be a preventative drug remains to be seen, and stories about aspirin for cancer prevention need to provide the right context for readers to know how to make important choices about their health.","Aspirin helps in reducing cancer deaths, according to a study that found a 23% reduction in cancer deaths among patients who took aspirin compared to those who took a placebo.",true,0.8006631135940552
"Illegal tobacco sales, price driven too high, has been connected to at least several cases of funding terrorism against us in multi-year investigations over the last decade and a half.","""Rep. Saccone said in a house session, """"Illegal tobacco sales, price driven too high, has been connected to at least several cases of funding terrorism against us in multi-year investigations over the last decade and a half."""" Most of the trouble with this statement are its implications: American cigarette smuggling does not have strong presence in terrorism financing. Saccone himself admitted that he had heard of no such incidence in Philadelphia, where a cigarette tax bumped prices up in 2014. But, there have been cases, as he mentioned. In our research and from our correspondence with ATF, we were only able to find two groups that had financed terrorist activities through illicit tobacco sale, the Lackawanna Six and an interstate North Carolina-Michigan smuggling ring, both leading to multiple convictions.""","Illegal tobacco sales, price driven too high, has been connected to at least several cases of funding terrorism against the US in multi-year investigations over the last decade and a half.",false,0.7994658946990967
"Of the top five cities for staged automobile accidents, three are in Florida. … We rank No. 1 in the country in staged auto accidents.","Florida is tops for staged auto accidents, Jeff Atwater says","Florida is ranked #1 in the US for staged automobile accidents, with three cities being among the top 5.",false,0.7992935180664062
"Every dropout costs us $72,000 for the life of that person.","Education chairman says each high school dropout costs Rhode Island $72,000 over a lifetime","Dropouts cost the state of Rhode Island approximately $72,000 per person over their lifetime, according to a study conducted by Robert Flanders, chairman of the Rhode Island Board of Regents for Elementary and Secondary Education. This estimate is based on data from the U.S.",false,0.7988489270210266
Fish Oil Has Benefits After a Heart Attack: Study,"In a randomized controlled trial studying fish oil versus placebo, a very modest improvement in heart health markers was observed in people prescribed fish oil. This TIME article demonstrates a good understanding of the study’s novelty, which appears to be among the first to look at potential benefits of fish oil in patients who have just had a heart attack. However, the story missed the mark in several ways: It didn’t mention the potential harms of taking fish oil if you’re a post-heart attack patient, nor did it discuss costs of the intervention. The only person quoted is the lead researcher of the study–an independent source was needed. Lastly, several limitations of the study are not discussed, including that many patients did not return for post-treatment follow-up. Fish oil is a widely used health supplement. Notwithstanding dozens of rigorous studies that cast doubt on its actual health benefits, the popularity of fish oil supplements remains unabated. Most studies have looked at the preventive benefits of fish oil in high-risk populations. The study reported here, on the other hand, examines the protective benefits of fish oil in patients right after a heart attack. The results suggest that high doses of fish oil after a heart attack may have modest benefits, based on measurements of things like scarring and heart function, which are surrogate markers. News coverage ideally points out this fact–that these markers can’t tell us if fish oil actually reduces the risk of a repeat heart attack, death or other cardiac event.","This study found that fish oil has some benefits after a heart attack, but the results are not conclusive and more research is needed to confirm the findings.",false,0.7958695292472839
"""Hilary Rosen Says Chris Christie """"vetoed Planned Parenthood funding five times over the course of his governorship.""","""Rosen said Christie """"vetoed Planned Parenthood funding five times over the course of his governorship."""" Rosen is largely correct, though different people might come to a different figure.""","Hilary Rosen says Chris Christie vetoed Planned Parenthood funding five times over the course of his governorship, but our analysis reveals that this claim is likely inaccurate.",false,0.7952826023101807
"""Women """"are still paid 82 cents for every dollar a man earns in Texas.""","Davis said that Texas women are still paid 82 cents for every dollar a man earns in the state. Her figure, based on a 2011 federal survey, reflects median earnings for adults who worked full time in the past 12 months, leaving out part-time workers. It’s also outdated in that according to the latest available survey, taken in 2012, Texas women earned 79 cents for every dollar earned by men (again working full time in the past 12 months), less than what Davis said.","Women in Texas are paid 82 cents for every dollar earned by men in the state, according to a 2012 survey by the Bureau of Labor Statistics.",false,0.7941269278526306
"""African-Americans don't use drugs at a higher level than whites but """"wind up going to prison six times more.""","Jones said that African-Americans don't use drugs at a higher level than whites but wind up going to prison six times more. African-Americans use drugs at roughly the same levels as white Americans, although overall illicit drug use among blacks has been marginally higher than for whites, with some differences in the types of drugs used, according to a national surveys. Jones' bigger point was about the disparity in sentencing, and the rate of African-Americans' incarceration for drug offenses is very close to what Jones said.","African-Americans do not use drugs at a higher level than whites, but they are more likely to go to prison for drug offenses due to institutional bias and racial profiling.",false,0.7919383645057678
